timestamp,region,service_type,usage_units,forecast
2024-01-02,Korea South,Storage,3771.74,3691.4895
2024-01-02,UAE North,Storage,4370.98,4523.2866
2024-01-02,India West,Compute,4216.93,4203.004
2024-01-02,India Central,Compute,5403.03,5818.8564
2024-01-02,Central US,Storage,3459.66,3629.6255
2024-01-02,West US 3,Storage,4088.4,4180.5327
2024-01-02,West US 2,Compute,5905.07,5708.3115
2024-01-02,India West,Storage,3446.43,3381.1863
2024-01-02,East US 2,Storage,3266.75,3128.5017
2024-01-02,Germany West Central,Storage,3845.62,3920.2888
2024-01-02,Switzerland North,Compute,4219.82,4597.391
2024-01-02,France Central,Storage,3405.45,3628.6174
2024-01-02,UK South,Storage,3690.91,3584.4275
2024-01-02,Canada East,Compute,5576.56,5387.6304
2024-01-02,Korea Central,Compute,5093.39,5615.267
2024-01-02,South Central US,Storage,3865.78,3668.292
2024-01-02,France Central,Compute,4407.5,4575.187
2024-01-02,South Central US,Compute,4802.88,4765.419
2024-01-02,Korea Central,Storage,4219.67,4161.1177
2024-01-02,Japan West,Storage,3063.32,3214.1653
2024-01-02,East US 2,Compute,4145.69,4108.172
2024-01-02,North Europe,Compute,4487.29,4416.6406
2024-01-02,Norway East,Compute,4641.04,4449.664
2024-01-02,Norway East,Storage,3219.22,3362.278
2024-01-02,East Asia,Compute,5965.15,5953.925
2024-01-02,West Europe,Storage,3544.02,3536.7627
2024-01-02,Germany West Central,Compute,5322.37,5315.137
2024-01-02,West US,Storage,3824.59,3855.728
2024-01-02,Australia East,Compute,5007.51,4999.6997
2024-01-02,North Europe,Storage,3064.85,3111.2659
2024-01-02,Korea South,Compute,4655.53,4830.3774
2024-01-02,UK South,Compute,4709.57,4850.3535
2024-01-02,East US,Storage,4217.96,4270.046
2024-01-02,East Asia,Storage,4495.74,4518.306
2024-01-02,UAE North,Compute,6007.35,5985.2554
2024-01-02,Southeast Asia,Storage,3547.85,3603.3364
2024-01-02,Japan East,Compute,4147.15,4262.8506
2024-01-02,West Europe,Compute,4540.2,4740.3193
2024-01-02,West US,Compute,5031.28,5184.8105
2024-01-02,North Central US,Storage,3933.82,3902.9807
2024-01-02,West US 2,Storage,4096.14,4172.9507
2024-01-02,India South,Compute,6491.3,6281.814
2024-01-02,India Central,Storage,4253.49,4198.38
2024-01-02,North Central US,Compute,5076.44,5111.978
2024-01-02,Australia East,Storage,3993.7,3888.8179
2024-01-02,Canada Central,Compute,4389.88,4615.709
2024-01-02,UK West,Storage,4949.08,4556.6597
2024-01-02,East US,Compute,5630.43,5898.8574
2024-01-02,South Africa North,Compute,3975.59,4224.1357
2024-01-02,Japan East,Storage,3352.56,3346.0703
2024-01-02,Central US,Compute,4670.49,5182.5483
2024-01-02,Brazil South,Storage,3200.04,2932.8525
2024-01-03,Germany West Central,Compute,4853.09,4890.5254
2024-01-03,West US,Storage,4017.29,3829.0781
2024-01-03,East US,Storage,4261.39,4199.305
2024-01-03,Norway East,Storage,3804.23,3554.7446
2024-01-03,India South,Compute,5944.41,5949.065
2024-01-03,North Europe,Storage,3363.86,3226.266
2024-01-03,Korea South,Compute,4664.47,4740.26
2024-01-03,Switzerland North,Compute,4787.13,4688.7896
2024-01-03,Canada Central,Compute,4776.6,4554.602
2024-01-03,Germany West Central,Storage,4249.82,4023.2402
2024-01-03,Japan East,Storage,3207.0,3294.0325
2024-01-03,West US,Compute,5337.16,5230.9487
2024-01-03,West Europe,Storage,3480.89,3470.8308
2024-01-03,Australia East,Compute,5425.5,5132.103
2024-01-03,East Asia,Compute,5879.75,5970.7188
2024-01-03,France Central,Storage,3516.02,3567.8745
2024-01-03,Norway East,Compute,4501.72,4415.7896
2024-01-03,Australia East,Storage,3726.49,3876.188
2024-01-03,Canada East,Compute,5436.17,5422.2505
2024-01-03,UK South,Storage,3689.87,3642.366
2024-01-03,France Central,Compute,5021.05,4755.121
2024-01-03,Korea Central,Compute,5755.09,5778.174
2024-01-03,North Central US,Storage,4098.2,4013.561
2024-01-03,South Central US,Storage,3959.09,3789.1072
2024-01-03,South Central US,Compute,4957.3,4865.008
2024-01-03,Brazil South,Storage,2858.45,3000.4246
2024-01-03,Korea Central,Storage,4116.27,4205.9795
2024-01-03,North Europe,Compute,4452.62,4504.465
2024-01-03,Japan West,Storage,3191.59,3137.7993
2024-01-03,West US 2,Storage,4455.75,4335.1284
2024-01-03,UK South,Compute,4787.66,4964.06
2024-01-03,South Africa North,Compute,4444.73,4377.307
2024-01-03,Central US,Compute,5266.4,5309.169
2024-01-03,India West,Storage,3495.05,3468.7195
2024-01-03,East US 2,Storage,3141.6,3146.1519
2024-01-03,Australia Southeast,Compute,6897.43,6363.013
2024-01-03,East Asia,Storage,4266.17,4558.401
2024-01-03,East US,Compute,5955.42,6162.3843
2024-01-03,Canada Central,Storage,3741.5,3555.4214
2024-01-03,North Central US,Compute,5387.53,5403.2725
2024-01-03,South Africa North,Storage,2989.08,3168.761
2024-01-03,Southeast Asia,Storage,3792.45,3746.9902
2024-01-03,UAE North,Storage,4930.98,4738.2896
2024-01-03,Japan East,Compute,4260.24,4159.07
2024-01-03,India Central,Compute,6114.93,6104.339
2024-01-03,Central US,Storage,3841.84,3722.5654
2024-01-03,Korea South,Storage,3536.97,3635.3533
2024-01-03,UK West,Storage,4683.8,4685.906
2024-01-03,West US 3,Storage,3948.7,4017.0398
2024-01-03,West US 2,Compute,5952.78,5813.61
2024-01-03,East US 2,Compute,4227.31,4106.328
2024-01-03,Brazil South,Compute,4019.57,3866.742
2024-01-03,West Europe,Compute,4716.23,4610.876
2024-01-03,Australia Southeast,Storage,4609.42,4619.963
2024-01-03,India Central,Storage,4375.06,4440.5376
2024-01-03,Switzerland North,Storage,3309.95,3314.1902
2024-01-03,India South,Storage,4770.72,4687.372
2024-01-03,UK West,Compute,6007.93,5942.644
2024-01-03,Southeast Asia,Compute,4954.88,4896.7896
2024-01-03,Canada East,Storage,3813.96,3956.1152
2024-01-03,India West,Compute,4479.81,4417.4736
2024-01-03,West US 3,Compute,5674.08,5562.161
2024-01-03,Japan West,Compute,4622.56,4442.2197
2024-01-03,UAE North,Compute,6027.37,6134.0693
2024-01-04,West US,Compute,5442.48,4977.207
2024-01-04,North Central US,Storage,4002.81,3881.2075
2024-01-04,Korea South,Storage,3480.95,3554.072
2024-01-04,Switzerland North,Storage,3293.79,3220.234
2024-01-04,UK South,Storage,3587.27,3575.9028
2024-01-04,East US 2,Storage,3064.88,3097.332
2024-01-04,West US 3,Storage,3883.07,3855.6956
2024-01-04,UK West,Compute,5463.27,5670.2266
2024-01-04,East US 2,Compute,4005.63,3988.828
2024-01-04,East US,Storage,4305.0,4103.4614
2024-01-04,France Central,Storage,3813.62,3506.8804
2024-01-04,France Central,Compute,4672.55,4536.132
2024-01-04,UK West,Storage,3810.19,4410.8403
2024-01-04,Norway East,Storage,3331.91,3226.7832
2024-01-04,Korea South,Compute,4684.44,4593.0
2024-01-04,West US,Storage,4316.69,3875.8604
2024-01-04,Korea Central,Storage,4176.74,4094.819
2024-01-04,North Europe,Compute,4110.69,4158.501
2024-01-04,Canada East,Storage,4004.41,3946.5278
2024-01-04,South Africa North,Storage,3016.29,3141.1377
2024-01-04,North Central US,Compute,5042.81,4982.7695
2024-01-04,Australia Southeast,Compute,5508.67,5900.9497
2024-01-04,East Asia,Storage,4343.88,4241.4463
2024-01-04,Australia East,Compute,4680.21,4881.501
2024-01-04,South Africa North,Compute,4164.92,3966.088
2024-01-04,Central US,Compute,4760.04,4768.173
2024-01-04,West Europe,Compute,4069.06,4356.066
2024-01-04,India South,Storage,4197.33,4196.695
2024-01-04,South Central US,Compute,4909.47,4874.598
2024-01-04,East US,Compute,5151.55,5832.5176
2024-01-04,Canada East,Compute,5478.62,5344.8154
2024-01-04,West Europe,Storage,3285.24,3334.1826
2024-01-04,Southeast Asia,Storage,3736.87,3649.1226
2024-01-04,Japan East,Compute,4277.95,4050.9712
2024-01-04,East Asia,Compute,6172.17,5899.0083
2024-01-04,India West,Compute,4072.75,4137.4585
2024-01-04,Japan East,Storage,3150.73,3202.1382
2024-01-04,Switzerland North,Compute,4510.56,4442.081
2024-01-04,Germany West Central,Compute,5041.17,4995.809
2024-01-04,North Europe,Storage,3123.99,3069.5994
2024-01-04,West US 2,Compute,5698.71,5705.1567
2024-01-04,India Central,Compute,5425.19,5351.1
2024-01-04,Germany West Central,Storage,4036.53,3754.5703
2024-01-04,Central US,Storage,3786.92,3625.5188
2024-01-04,UAE North,Storage,4581.83,4490.1387
2024-01-04,India West,Storage,3045.32,3287.185
2024-01-04,Canada Central,Storage,3172.96,3311.399
2024-01-04,West US 3,Compute,5512.61,5328.582
2024-01-04,Australia Southeast,Storage,4609.91,4528.3364
2024-01-04,Brazil South,Compute,3994.43,3839.2678
2024-01-04,Japan West,Compute,4239.62,4252.1963
2024-01-04,Japan West,Storage,3169.29,3038.3962
2024-01-04,UAE North,Compute,5884.82,5937.2793
2024-01-04,Southeast Asia,Compute,4814.17,4812.756
2024-01-04,UK South,Compute,4488.76,4683.383
2024-01-04,India Central,Storage,4198.95,4106.653
2024-01-04,Norway East,Compute,4496.09,4343.3857
2024-01-04,West US 2,Storage,4019.88,4046.4688
2024-01-04,Australia East,Storage,4086.17,3844.4524
2024-01-04,Brazil South,Storage,2873.37,2942.9219
2024-01-04,Canada Central,Compute,5075.8,4630.125
2024-01-04,India South,Compute,6000.14,6064.994
2024-01-04,Korea Central,Compute,5338.67,5262.426
2024-01-04,South Central US,Storage,3888.71,3728.8662
2024-01-05,West US 2,Storage,3817.73,3826.8438
2024-01-05,Australia East,Compute,4402.78,4611.901
2024-01-05,UAE North,Storage,4296.39,4206.6
2024-01-05,Canada Central,Storage,3152.99,3167.4185
2024-01-05,Central US,Storage,3249.55,3402.7974
2024-01-05,Australia Southeast,Compute,5473.88,5409.6255
2024-01-05,East Asia,Storage,3835.48,3900.3054
2024-01-05,Brazil South,Storage,2728.52,2737.1982
2024-01-05,North Central US,Storage,3547.69,3586.9219
2024-01-05,Norway East,Compute,4128.93,4037.0088
2024-01-05,India South,Storage,4403.48,4012.716
2024-01-05,Southeast Asia,Compute,4413.53,4477.502
2024-01-05,South Africa North,Storage,2987.39,2971.998
2024-01-05,Korea South,Storage,3570.11,3430.1191
2024-01-05,West US 3,Storage,3832.6,3627.649
2024-01-05,India Central,Compute,4574.66,4845.3447
2024-01-05,UAE North,Compute,5495.74,5572.8516
2024-01-05,West Europe,Compute,4336.65,4188.27
2024-01-05,North Central US,Compute,4621.64,4609.992
2024-01-05,Southeast Asia,Storage,3241.1,3406.429
2024-01-05,India Central,Storage,3953.46,3746.1775
2024-01-05,East US,Compute,5225.69,5317.953
2024-01-05,UK West,Storage,4184.23,4028.667
2024-01-05,South Africa North,Compute,3912.73,3820.9807
2024-01-05,West US,Compute,4688.5,4571.2134
2024-01-05,Japan East,Storage,3112.35,3043.4214
2024-01-05,India South,Compute,4890.22,5309.733
2024-01-05,East US,Storage,3720.11,3755.4617
2024-01-05,Canada Central,Compute,4386.62,4227.8657
2024-01-05,West US 2,Compute,5017.23,5271.0527
2024-01-05,Central US,Compute,4746.83,4513.7397
2024-01-05,East US 2,Compute,3971.49,3921.3306
2024-01-05,Japan East,Compute,3893.42,3743.1592
2024-01-05,Australia Southeast,Storage,4456.24,4286.9766
2024-01-05,Brazil South,Compute,3640.82,3709.142
2024-01-05,Canada East,Storage,3954.67,3762.973
2024-01-05,North Europe,Storage,2749.45,2962.9272
2024-01-05,Germany West Central,Compute,4818.8,4611.4053
2024-01-05,West US,Storage,3531.95,3446.2185
2024-01-05,Norway East,Storage,3302.68,3012.5586
2024-01-05,West Europe,Storage,3120.62,3188.5256
2024-01-05,East Asia,Compute,5184.35,5307.717
2024-01-05,Japan West,Storage,2798.94,2819.1033
2024-01-05,North Europe,Compute,3853.19,3850.0583
2024-01-05,Korea South,Compute,4662.21,4497.262
2024-01-05,Korea Central,Storage,3741.23,3853.9287
2024-01-05,South Central US,Storage,3389.2,3465.2449
2024-01-05,South Central US,Compute,4811.9,4592.229
2024-01-05,Korea Central,Compute,5127.31,4968.229
2024-01-05,France Central,Compute,4244.58,4258.571
2024-01-05,UK South,Storage,3632.18,3385.9697
2024-01-05,India West,Compute,4102.31,3923.1038
2024-01-05,Canada East,Compute,4967.66,5005.0596
2024-01-05,France Central,Storage,3151.42,3223.6584
2024-01-05,UK South,Compute,4382.6,4299.8486
2024-01-05,Switzerland North,Storage,3205.16,3160.3755
2024-01-05,Switzerland North,Compute,3949.37,4132.329
2024-01-05,Australia East,Storage,3406.43,3402.3618
2024-01-05,West US 3,Compute,5126.01,4812.2656
2024-01-05,UK West,Compute,5356.84,5382.991
2024-01-05,India West,Storage,2956.84,3083.384
2024-01-05,Germany West Central,Storage,3555.28,3462.6519
2024-01-05,East US 2,Storage,2760.86,2903.1545
2024-01-05,Japan West,Compute,3894.91,3878.595
2024-01-06,Brazil South,Storage,2534.06,2620.2734
2024-01-06,South Central US,Storage,3279.24,3322.5083
2024-01-06,Brazil South,Compute,3693.18,3654.7327
2024-01-06,West US 3,Compute,4501.43,4407.3535
2024-01-06,France Central,Storage,3068.49,3075.8545
2024-01-06,India South,Compute,5223.86,5095.885
2024-01-06,Japan West,Compute,3947.96,3818.921
2024-01-06,Canada Central,Compute,4613.48,4219.1113
2024-01-06,India South,Storage,3900.7,3902.1794
2024-01-06,France Central,Compute,4316.28,4174.7896
2024-01-06,Canada East,Compute,4736.42,4771.867
2024-01-06,Central US,Compute,4159.88,4258.4897
2024-01-06,UK South,Storage,3046.91,3234.0884
2024-01-06,West US 2,Storage,3900.63,3693.348
2024-01-06,West US,Compute,4268.59,4264.993
2024-01-06,North Central US,Storage,3700.39,3478.9524
2024-01-06,Korea Central,Compute,4872.25,4703.715
2024-01-06,Australia East,Compute,4661.57,4440.2095
2024-01-06,Australia Southeast,Storage,3810.53,4048.8083
2024-01-06,Southeast Asia,Compute,4163.12,4171.1504
2024-01-06,Australia Southeast,Compute,5176.52,5206.988
2024-01-06,South Africa North,Compute,3723.03,3662.3167
2024-01-06,UK South,Compute,4285.23,4231.5156
2024-01-06,Switzerland North,Storage,2996.72,3092.062
2024-01-06,Canada Central,Storage,2981.17,3043.388
2024-01-06,India Central,Compute,4721.27,4607.8926
2024-01-06,Korea South,Compute,4339.69,4494.3096
2024-01-06,West US 3,Storage,3758.88,3594.6182
2024-01-06,East US 2,Compute,3765.7,3788.867
2024-01-06,East US 2,Storage,2867.6,2819.1917
2024-01-06,Germany West Central,Compute,4479.32,4387.857
2024-01-06,West US 2,Compute,4725.0,4802.269
2024-01-06,East US,Storage,4121.85,3795.767
2024-01-06,Japan East,Storage,2942.26,2964.2095
2024-01-06,Germany West Central,Storage,3376.52,3280.3396
2024-01-06,Japan East,Compute,3284.64,3437.5095
2024-01-06,India Central,Storage,3429.98,3534.242
2024-01-06,UAE North,Storage,3926.2,3929.9622
2024-01-06,Canada East,Storage,3865.82,3649.0295
2024-01-06,UK West,Storage,3779.5,3770.297
2024-01-06,Switzerland North,Compute,3881.06,3947.9202
2024-01-06,Southeast Asia,Storage,2904.03,3161.929
2024-01-06,South Africa North,Storage,2810.54,2798.3892
2024-01-06,North Central US,Compute,4343.64,4248.009
2024-01-06,West US,Storage,3238.03,3229.1274
2024-01-06,UAE North,Compute,5180.55,5317.374
2024-01-06,Korea Central,Storage,3717.79,3732.448
2024-01-06,UK West,Compute,5138.65,5055.4575
2024-01-06,Korea South,Storage,3287.67,3306.235
2024-01-06,India West,Storage,2687.94,2805.9976
2024-01-06,Japan West,Storage,2871.52,2788.971
2024-01-06,South Central US,Compute,4204.75,4310.9443
2024-01-06,India West,Compute,3622.43,3672.9402
2024-01-06,West Europe,Storage,2671.6,2921.6567
2024-01-06,East Asia,Compute,5188.2,5058.314
2024-01-06,Central US,Storage,3326.97,3366.391
2024-01-06,Norway East,Compute,3624.32,3845.857
2024-01-06,East Asia,Storage,3927.26,3891.8525
2024-01-06,North Europe,Compute,3870.56,3654.091
2024-01-06,Norway East,Storage,3064.55,2861.5732
2024-01-06,West Europe,Compute,3898.58,3917.275
2024-01-06,North Europe,Storage,2840.12,2854.2578
2024-01-06,Australia East,Storage,3180.53,3201.1843
2024-01-06,East US,Compute,4768.59,4706.4443
2024-01-07,North Central US,Compute,4573.27,4558.5654
2024-01-07,South Africa North,Compute,3943.52,3868.8677
2024-01-07,Korea Central,Compute,4739.34,4773.39
2024-01-07,East Asia,Compute,4957.3,5110.562
2024-01-07,East US,Storage,3810.36,3779.8901
2024-01-07,Japan West,Storage,3104.91,2873.2808
2024-01-07,Central US,Compute,4771.13,4520.3867
2024-01-07,UK West,Storage,4141.12,3926.1875
2024-01-07,UK South,Storage,3045.31,3225.4292
2024-01-07,Switzerland North,Compute,3598.55,3852.331
2024-01-07,France Central,Compute,4199.86,4244.8403
2024-01-07,Japan East,Compute,4185.18,3726.2405
2024-01-07,India South,Compute,5373.78,5094.3564
2024-01-07,Southeast Asia,Storage,3328.93,3249.339
2024-01-07,UK South,Compute,4296.39,4401.335
2024-01-07,UAE North,Compute,5289.73,5376.8745
2024-01-07,West Europe,Storage,3111.7,3076.854
2024-01-07,India Central,Storage,3576.59,3722.009
2024-01-07,Australia East,Compute,4284.98,4350.904
2024-01-07,West Europe,Compute,3874.36,3890.015
2024-01-07,West US,Compute,4305.14,4459.3022
2024-01-07,South Central US,Storage,3418.43,3416.5156
2024-01-07,East US,Compute,4936.22,4951.881
2024-01-07,Australia East,Storage,3520.52,3427.4326
2024-01-07,Germany West Central,Compute,4166.85,4426.052
2024-01-07,East US 2,Compute,3944.6,3823.498
2024-01-07,India West,Storage,2774.56,2803.523
2024-01-07,East US 2,Storage,2680.99,2794.54
2024-01-07,West US 3,Compute,4605.08,4771.5576
2024-01-07,UK West,Compute,5422.62,5162.4346
2024-01-07,Korea South,Compute,4675.61,4536.9087
2024-01-07,Japan West,Compute,3971.77,3940.5564
2024-01-07,Southeast Asia,Compute,4146.68,4146.376
2024-01-07,Canada East,Storage,3597.94,3724.0054
2024-01-07,Switzerland North,Storage,2937.05,3064.235
2024-01-07,Norway East,Storage,3395.65,3086.2217
2024-01-07,West US,Storage,3450.56,3389.3267
2024-01-07,India South,Storage,3948.63,4007.9973
2024-01-07,Germany West Central,Storage,3307.37,3338.5254
2024-01-07,West US 2,Compute,5013.51,4916.1616
2024-01-07,Brazil South,Compute,3346.34,3525.7102
2024-01-07,East Asia,Storage,3623.94,3786.2805
2024-01-07,North Europe,Storage,2630.11,2731.741
2024-01-07,Canada Central,Storage,3068.98,3091.699
2024-01-07,South Africa North,Storage,2556.55,2756.457
2024-01-07,Korea South,Storage,3229.01,3342.5747
2024-01-07,UAE North,Storage,3915.3,4049.5747
2024-01-07,Korea Central,Storage,3541.32,3673.4236
2024-01-07,Central US,Storage,3497.42,3367.1382
2024-01-07,India Central,Compute,4916.27,4686.5073
2024-01-07,West US 3,Storage,3536.86,3645.0815
2024-01-07,North Europe,Compute,4040.61,3907.7878
2024-01-07,France Central,Storage,3132.11,3074.9526
2024-01-07,South Central US,Compute,4378.44,4518.2925
2024-01-07,Australia Southeast,Compute,5889.17,5216.5938
2024-01-07,Canada Central,Compute,3738.97,4081.7236
2024-01-07,Japan East,Storage,2765.64,2923.3315
2024-01-07,West US 2,Storage,3797.34,3776.6729
2024-01-07,India West,Compute,3848.72,3860.1516
2024-01-07,Canada East,Compute,5135.02,4994.0933
2024-01-07,North Central US,Storage,3648.87,3492.9944
2024-01-07,Australia Southeast,Storage,4349.15,4284.343
2024-01-07,Brazil South,Storage,2624.14,2650.3562
2024-01-07,Norway East,Compute,4164.49,4078.169
2024-01-08,India South,Storage,4518.94,4294.861
2024-01-08,Japan West,Storage,3320.53,3034.6145
2024-01-08,Canada East,Storage,3759.27,3932.101
2024-01-08,Brazil South,Storage,2821.05,2823.3362
2024-01-08,West US 2,Storage,3989.55,3985.745
2024-01-08,East US,Storage,4500.19,4128.6514
2024-01-08,Canada East,Compute,4993.66,5161.554
2024-01-08,Southeast Asia,Compute,4934.32,4646.6943
2024-01-08,Canada Central,Storage,3224.94,3263.7297
2024-01-08,North Europe,Storage,2852.18,2914.8848
2024-01-08,Japan West,Compute,4080.93,4179.091
2024-01-08,East Asia,Compute,5946.65,5813.732
2024-01-08,South Central US,Storage,3687.47,3625.6584
2024-01-08,India South,Compute,5642.7,5644.82
2024-01-08,West Europe,Storage,3088.99,3158.148
2024-01-08,UK West,Storage,4496.7,4280.624
2024-01-08,Switzerland North,Storage,3450.8,3189.575
2024-01-08,Korea South,Compute,4666.04,4556.957
2024-01-08,Germany West Central,Storage,3764.73,3724.9458
2024-01-08,Switzerland North,Compute,4194.17,4274.0557
2024-01-08,India West,Compute,4348.61,4112.8413
2024-01-08,UK South,Compute,4638.8,4469.9517
2024-01-08,Brazil South,Compute,3837.66,3816.368
2024-01-08,Southeast Asia,Storage,3291.93,3429.8555
2024-01-08,Japan East,Compute,4172.97,4015.2913
2024-01-08,West US,Storage,3624.89,3693.557
2024-01-08,Australia Southeast,Storage,3957.88,4281.1597
2024-01-08,UAE North,Compute,6067.19,5737.374
2024-01-08,France Central,Compute,4358.12,4484.746
2024-01-08,India Central,Storage,3882.03,4003.9216
2024-01-08,UK South,Storage,3292.78,3440.821
2024-01-08,Australia Southeast,Compute,5571.3,5674.0723
2024-01-08,Norway East,Storage,3105.69,3279.3167
2024-01-08,East Asia,Storage,4026.87,4098.275
2024-01-08,West Europe,Compute,4361.05,4236.8403
2024-01-08,North Central US,Compute,4826.67,4841.979
2024-01-08,Japan East,Storage,3031.44,3091.311
2024-01-08,South Central US,Compute,5063.4,4810.2783
2024-01-08,Central US,Compute,4678.96,4679.1787
2024-01-08,Korea Central,Compute,5255.27,5171.3887
2024-01-08,Central US,Storage,3223.34,3438.2183
2024-01-08,Norway East,Compute,4185.51,4173.3643
2024-01-08,India Central,Compute,5561.46,5174.2627
2024-01-08,Korea Central,Storage,3940.82,3958.5554
2024-01-08,India West,Storage,3098.93,3082.6372
2024-01-08,East US 2,Compute,3981.28,3960.961
2024-01-08,South Africa North,Compute,4225.74,4030.2957
2024-01-08,North Central US,Storage,3727.55,3816.0493
2024-01-08,Korea South,Storage,3029.39,3429.2869
2024-01-08,West US 2,Compute,5550.39,5280.07
2024-01-08,UAE North,Storage,3736.35,4236.474
2024-01-08,Australia East,Storage,3624.75,3643.5415
2024-01-08,East US 2,Storage,3074.18,3002.0735
2024-01-08,France Central,Storage,3633.89,3379.2053
2024-01-08,UK West,Compute,5394.56,5490.482
2024-01-08,Australia East,Compute,5158.72,4767.4746
2024-01-08,West US,Compute,5221.73,4865.409
2024-01-08,West US 3,Compute,5204.64,5122.62
2024-01-08,Canada Central,Compute,4224.16,4474.974
2024-01-08,Germany West Central,Compute,4544.81,4776.956
2024-01-08,West US 3,Storage,4067.09,3890.576
2024-01-08,North Europe,Compute,4199.4,4091.1963
2024-01-08,East US,Compute,4999.05,5253.54
2024-01-08,South Africa North,Storage,2984.68,3004.8674
2024-01-09,UK South,Storage,3347.5,3603.649
2024-01-09,Central US,Storage,3508.05,3707.3083
2024-01-09,India Central,Compute,5937.3,5875.2656
2024-01-09,France Central,Compute,4959.82,4775.8516
2024-01-09,Norway East,Compute,4887.68,4669.0493
2024-01-09,Brazil South,Compute,3995.21,3953.3137
2024-01-09,Japan East,Compute,4548.66,4437.745
2024-01-09,Southeast Asia,Storage,3774.66,3686.198
2024-01-09,Australia Southeast,Compute,6119.68,6241.4185
2024-01-09,West US 3,Storage,4048.86,3973.009
2024-01-09,South Africa North,Storage,3588.81,3267.8574
2024-01-09,UK West,Storage,4286.79,4412.611
