timestamp,region,service_type,usage_units,provisioned_capacity,utilization_pct,headroom_units,unit_price,cost_usd,wasted_capacity_cost,availability_pct,sla_violation_flag,incident_count,mttr_minutes,daily_growth_rate,weekly_seasonality_index,spike_flag,gdp_growth_rate,it_spending_index,enterprise_demand_index,internet_traffic_growth
2022-04-30,East US,Compute,4282.31,9344.21,0.458,5061.89,0.5,2141.16,2530.95,99.95,0,0,0,0.0002,0.922,0,0.0388,102.72,110.21,0.0327
2022-05-01,East US,Compute,4365.62,9344.21,0.467,4978.59,0.5,2182.81,2489.29,99.95,0,0,0,0.0002,0.937,0,0.0387,102.74,110.21,0.0323
2022-05-02,East US,Compute,5426.9,9344.21,0.581,3917.3,0.5,2713.45,1958.65,99.95,0,0,0,0.0002,1.0,0,0.0386,102.76,110.21,0.032
2022-05-03,East US,Compute,4775.11,9344.21,0.511,4569.1,0.5,2387.55,2284.55,99.95,0,0,0,0.0002,1.063,0,0.0385,102.79,110.21,0.0317
2022-05-04,East US,Compute,5632.33,9344.21,0.603,3711.88,0.5,2816.16,1855.94,99.95,0,0,0,0.0002,1.078,0,0.0385,102.81,110.21,0.0315
2022-05-05,east us,Compute,4747.13,9344.21,0.508,4597.07,0.5,2373.57,2298.54,99.95,0,0,0,0.0002,1.035,0,0.0384,102.83,110.22,0.0312
2022-05-06,East US,Compute,4809.8,9344.21,0.515,4534.41,0.5,2404.9,2267.2,99.95,0,0,0,0.0002,0.965,0,0.0383,102.85,110.22,0.031
2022-05-07,East US,Compute,4586.27,9344.21,0.491,4757.94,0.5,2293.13,2378.97,99.95,0,0,0,0.0002,0.922,0,0.0382,102.88,110.22,0.0308
2022-05-08,east us,Compute,4702.06,9344.21,0.503,4642.14,0.5,2351.03,2321.07,99.95,0,0,0,0.0002,0.937,0,0.0381,102.9,110.22,0.0306
2022-05-09,east us,Compute,4846.71,9344.21,0.519,4497.49,0.5,2423.36,2248.75,99.95,0,0,0,0.0002,1.0,0,0.038,102.92,110.22,0.0304
2022-05-10,East US,Compute,5516.72,9344.21,0.59,3827.49,0.5,2758.36,1913.74,99.95,0,0,0,0.0002,1.063,0,0.0379,102.95,110.22,0.0303
2022-05-11,East US,Compute,5494.59,9344.21,0.588,3849.61,0.5,2747.3,1924.81,99.95,0,0,0,0.0002,1.078,0,0.0377,102.97,110.23,0.0302
2022-05-12,East US,Compute,4459.78,9344.21,0.477,4884.42,0.5,2229.89,2442.21,99.95,0,0,0,0.0002,1.035,0,0.0376,102.99,110.23,0.0301
2022-05-13,East US,Compute,4698.56,9344.21,0.503,4645.65,0.5,2349.28,2322.82,99.95,0,0,0,0.0002,0.965,0,0.0375,103.01,110.23,0.03
2022-05-14,East US,Compute,5094.52,9344.21,0.545,4249.69,0.5,2547.26,2124.84,99.95,0,0,0,0.0002,0.922,0,0.0374,103.04,110.23,0.03
2022-05-15,East US,Compute,4928.9,9344.21,0.527,4415.3,0.5,2464.45,2207.65,99.95,0,0,0,0.0002,0.937,0,0.0373,103.06,110.23,0.03
2022-05-16,East US,Compute,4880.37,9344.21,0.522,4463.83,0.5,2440.19,2231.92,99.95,0,0,0,0.0002,1.0,0,0.0372,103.08,110.24,0.03
2022-05-17,East US,Compute,5648.18,9344.21,0.604,3696.03,0.5,2824.09,1848.01,99.95,0,0,0,0.0002,1.063,0,0.0371,103.11,110.24,0.03
2022-05-18,East US,Compute,5249.65,9344.21,0.562,4094.55,0.5,2624.83,2047.28,99.95,0,0,0,0.0002,1.078,0,0.0369,103.13,110.24,0.0301
2022-05-19,East US,Compute,4967.09,9344.21,0.532,4377.11,0.5,2483.55,2188.56,99.95,0,0,0,0.0002,1.035,0,0.0368,103.15,110.24,0.0302
2022-05-20,East US,Compute,5126.66,9344.21,0.549,4217.54,0.5,2563.33,2108.77,99.95,0,0,0,0.0002,0.965,0,0.0367,103.17,110.24,0.0303
2022-05-21,East US,Compute,4459.81,9344.21,0.477,4884.39,0.5,2229.91,2442.2,99.95,0,0,0,0.0002,0.922,0,0.0366,103.2,110.24,0.0304
2022-05-22,East US,Compute,4736.58,9344.21,0.507,4607.63,0.5,2368.29,2303.81,99.95,0,0,0,0.0002,0.937,0,0.0364,103.22,110.25,0.0306
2022-05-23,East US,Compute,4621.35,9344.21,0.495,4722.86,0.5,2310.67,2361.43,99.95,0,0,0,0.0002,1.0,0,0.0363,103.24,110.25,0.0308
2022-05-24,East US,Compute,5483.19,9344.21,0.587,3861.02,0.5,2741.59,1930.51,99.95,0,0,0,0.0002,1.063,0,0.0362,103.26,110.25,0.031
2022-05-25,East US,Compute,5375.46,9344.21,0.575,3968.74,0.5,2687.73,1984.37,99.95,0,0,0,0.0002,1.078,0,0.036,103.29,110.25,0.0312
2022-05-26,East US,Compute,5062.5,9344.21,0.542,4281.7,0.5,2531.25,2140.85,99.185,1,1,73,0.0002,1.035,0,0.0359,103.31,110.25,0.0315
2022-05-27,East US,Compute,4844.8,9344.21,0.518,4499.41,0.5,2422.4,2249.7,99.95,0,0,0,0.0002,0.965,0,0.0357,103.33,110.25,0.0317
2022-05-28,East US,Compute,4807.1,9344.21,0.514,4537.11,0.5,2403.55,2268.55,99.95,0,0,0,0.0002,0.922,0,0.0356,103.36,110.26,0.032
2022-05-29,East US,Compute,5107.37,9344.21,0.547,4236.84,0.5,2553.68,2118.42,99.95,0,0,0,0.0002,0.937,0,0.0355,103.38,110.26,0.0323
2022-05-30,East US,Compute,4866.04,9344.21,0.521,4478.17,0.5,2433.02,2239.08,99.95,0,0,0,0.0002,1.0,0,0.0353,103.4,110.26,0.0327
2022-05-31,East US,Compute,5422.78,9344.21,0.58,3921.43,0.5,2711.39,1960.71,99.95,0,0,0,0.0002,1.063,0,0.0352,103.42,110.26,0.033
2022-06-01,East US,Compute,5172.21,9344.21,0.554,4172.0,0.5,2586.11,2086.0,99.95,0,0,0,0.0002,1.078,0,0.035,103.45,110.26,0.0334
2022-06-02,East US,Compute,5015.94,9344.21,0.537,4328.27,0.5,2507.97,2164.13,99.95,0,0,0,0.0002,1.035,0,0.0349,103.47,110.26,0.0338
2022-06-03,East US,Compute,5049.03,9344.21,0.54,4295.18,0.5,2524.52,2147.59,99.95,0,0,0,0.0002,0.965,0,0.0347,103.49,110.27,0.0342
2022-06-04,East US,Compute,4891.93,9344.21,0.524,4452.27,0.5,2445.97,2226.14,99.95,0,0,0,0.0002,0.922,0,0.0346,103.52,110.27,0.0347
2022-06-05,East US,Compute,4695.93,9344.21,0.503,4648.27,0.5,2347.97,2324.14,99.95,0,0,0,0.0002,0.937,0,0.0344,103.54,110.27,0.0351
2022-06-06,East US,Compute,5028.34,9344.21,0.538,4315.86,0.5,2514.17,2157.93,99.95,0,0,0,0.0002,1.0,0,0.0343,103.56,110.27,0.0356
2022-06-07,East US,Compute,5664.95,9344.21,0.606,3679.26,0.5,2832.47,1839.63,99.95,0,0,0,0.0002,1.063,0,0.0341,103.58,110.27,0.0361
2022-06-08,East US,Compute,5000.11,9344.21,0.535,4344.09,0.5,2500.06,2172.05,99.95,0,0,0,0.0002,1.078,0,0.0339,103.61,110.28,0.0366
